FMID,Season1_Start_Date,Season1_End_Date,Season1Time,Season2_Start_Date,Season2_End_Date,Season3_End_Date,Season3Time,Season4_Start_Date,Season4_End_Date,Season4Time
1010758,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Wed: 12:00 PM-6:00 PM;Sat: 12:00 PM-6:00 PM;,,,,,,,
1002745,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Sun: 9:00 AM-1:00 PM;,,,,,,,
1008624,2013-05-04T04:00:00Z,2013-09-28T04:00:00Z,Wed: 1:00 PM-5:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,
1011858,2016-06-16T04:00:00Z,2016-08-25T04:00:00Z,Thu: 3:00 PM-7:00 PM;,,,,,,,
1001844,2013-05-05T04:00:00Z,2013-07-14T04:00:00Z,Sun: 10:00 AM-2:00 PM;,,,,,,,
1010474,2015-05-02T04:00:00Z,2015-10-17T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1010822,2015-05-15T04:00:00Z,2015-09-15T04:00:00Z,,,,,,,,
1007549,,,,,,,,,,
1008744,2013-06-13T04:00:00Z,2013-10-31T04:00:00Z,Thu: 3:00 PM-6:00 PM;,,,,,,,
1009318,,,,,,,,,,
1009549,,,,,,,,,,
1006492,2014-05-31T04:00:00Z,,Sat: 7:00 AM-12:00 PM;,,,,,,,
1002818,2015-06-03T04:00:00Z,2015-10-28T04:00:00Z,Wed: 4:00 PM-7:00 PM;,,,,,,,
1008464,2016-06-01T04:00:00Z,2016-09-01T04:00:00Z,Thu: 3:00 PM-7:00 PM;,,,,,,,
1009324,,,,,,,,,,
1005391,,,,,,,,,,
1011288,2016-06-16T04:00:00Z,,Thu: 3:00 PM-6:30 PM;,,,,,,,
1010072,2016-05-01T04:00:00Z,2016-10-31T04:00:00Z,Tue: 1:00 PM-6:00 PM;Thu: 1:00 PM-6:00 PM;Sat: 7:00 AM-4:00 PM;,,,,,,,
1001637,,,,,,,,,,
1008110,2014-06-28T04:00:00Z,2014-11-15T05:00:00Z,Sat: 10:00 AM-5:00 PM;,,,,,,,
1006209,,,,,,,,,,
1012461,2016-05-14T04:00:00Z,2016-10-08T04:00:00Z,Wed: 4:00 PM-6:00 PM;Sat: 8:30 AM-11:00 AM;,,,,,,,
1009673,2016-06-25T04:00:00Z,2016-10-08T04:00:00Z,Sat: 9:00 AM-2:00 PM;,,,,,,,
1009052,2016-06-02T04:00:00Z,2016-10-27T04:00:00Z,Thu: 7:30 AM-2:00 PM;,,,,,,,
1000428,2014-06-08T04:00:00Z,2014-10-19T04:00:00Z,Sun: 8:00 AM-1:00 PM;,,,,,,,
1005092,2014-06-02T04:00:00Z,2014-10-13T04:00:00Z,Mon: 3:30 PM-6:00 PM;,,,,,,,
1005273,2014-05-24T04:00:00Z,2014-10-18T04:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,
1003251,2014-06-10T04:00:00Z,2014-09-09T04:00:00Z,Tue: 2:00 PM-6:00 PM;,,,,,,,
1006160,,,,,,,,,,
1002681,,,,,,,,,,
1002680,,,,,,,,,,
1002533,2014-06-04T04:00:00Z,2014-09-24T04:00:00Z,Wed: 3:00 PM-7:00 PM;,,,,,,,
1008203,2015-05-20T04:00:00Z,2015-10-14T04:00:00Z,Wed: 2:00 PM-6:00 PM;,,,,,,,
1010316,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Wed: 3:30 PM-6:30 PM;,,,,,,,
1000050,January to,cember,Wed:4:00 PM - 7:00 PM;,,,,,,,
1012725,2015-06-27T04:00:00Z,2015-09-26T04:00:00Z,Sat: 9:00 AM-2:00 PM;,2016-06-25T04:00:00Z,2016-09-24T04:00:00Z,,,,,
1018087,2017-05-06T04:00:00Z,2017-10-28T04:00:00Z,Sat: 4:00 PM-7:00 PM;,,,,,,,
1004283,2013-06-14T04:00:00Z,2013-10-11T04:00:00Z,Fri: 3:00 PM-7:00 PM;,,,,,,,
1003760,2015-05-26T04:00:00Z,2015-10-06T04:00:00Z,,,,,,,,
1009969,2014-06-03T04:00:00Z,,Tue: 3:00 PM-6:00 PM;,,,,,,,
1009024,2014-05-04T04:00:00Z,2014-09-28T04:00:00Z,Sun: 8:00 AM-1:00 PM;,,,,,,,
1010048,2014-05-03T04:00:00Z,2014-10-25T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1002615,2014-08-01T04:00:00Z,2014-11-01T04:00:00Z,Fri: 9:00 AM-2:00 PM;Sat: 9:00 AM-2:00 PM;,,,,,,,
1001319,2013-01-01T05:00:00Z,2013-12-31T05:00:00Z,Sun: 9:00 AM-1:00 PM;,,,,,,,
1003190,2016-05-07T04:00:00Z,2016-10-29T04:00:00Z,Sat: 7:30 AM-11:30 AM;,,,,,,,
1003189,2016-05-03T04:00:00Z,2016-10-25T04:00:00Z,Tue: 2:30 PM-5:30 PM;,,,,,,,
1005497,2014-05-11T04:00:00Z,2014-10-26T04:00:00Z,Sun: 10:00 AM-3:00 PM;,,,,,,,
1012224,2016-05-07T04:00:00Z,2016-12-01T05:00:00Z,Tue: 6:00 AM-3:00 PM;Thu: 6:00 AM-3:00 PM;Sat: 6:00 AM-3:00 PM;,2016-11-26T05:00:00Z,2017-04-29T04:00:00Z,,,,,
1000983,,,,,,,,,,
1000649,June to Au,t,Sat:8:00 am - 11:00 am;,,,,,,,
1010766,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Mon: 8:00 AM-5:00 PM;Tue: 8:00 AM-5:00 PM;Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;Sun: 8:00 AM-5:00 PM;,,,,,,,
1005247,,,,,,,,,,
1007467,,,,,,,,,,
1007445,,,,,,,,,,
1011294,,,Wed: 12:00 PM-5:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,
1005540,2016-04-30T04:00:00Z,2016-10-29T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1003101,,,,,,,,,,
1011535,2016-05-03T04:00:00Z,2016-10-29T04:00:00Z,Tue: 8:00 AM-12:30 PM;Sat: 8:00 AM-12:30 PM;,,,,,,,
1004822,,,,,,,,,,
1010793,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Sat: 7:00 AM-5:00 PM;Sun: 7:00 AM-5:00 PM;,,,,,,,
1003111,,,,,,,,,,
1006332,,,,,,,,,,
1000609,,,,,,,,,,
1002146,,,,,,,,,,
1002147,,,,,,,,,,
1002144,,,,,,,,,,
1002145,,,,,,,,,,
1018635,2017-05-07T04:00:00Z,2017-10-29T04:00:00Z,Sun: 12:00 PM-3:00 PM;,,,,,,,
1003394,June to Oc,er,,,,,,,,
1012077,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1008392,2015-10-17T04:00:00Z,2015-12-19T05:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1001182,,,,,,,,,,
1002410,June to Au,t,Fri:9:00 AM - 1:00 PM;,,,,,,,
1011979,2016-07-19T04:00:00Z,2016-09-27T04:00:00Z,Tue: 11:00 AM-1:00 PM;,,,,,,,
1004877,2016-05-18T04:00:00Z,2016-10-26T04:00:00Z,Wed: 11:00 AM-3:30 PM;,,,,,,,
1000516,,,,,,,,,,
1003710,June to Se,mber,Sat:8:00 AM - 12:00 PM;,,,,,,,
1000511,August to ,tember,,,,,,,,
1009467,,,,,,,,,,
1001438,,,,,,,,,,
1007478,,,,,,,,,,
1007160,,,,,,,,,,
1009313,,,,,,,,,,
1005026,,,Sat: 9:00 AM-1:00 PM;,,,,,,,
1005074,,,,,,,,,,
1009953,2014-06-25T04:00:00Z,2014-10-08T04:00:00Z,Wed: 2:00 PM-6:00 PM;,,,,,,,
1001162,,,,,,,,,,
1000625,,,,,,,,,,
1010398,2016-05-29T04:00:00Z,2016-11-20T05:00:00Z,Sun: 12:00 PM-4:00 PM;,,,,,,,
1006641,2015-06-20T04:00:00Z,2015-10-17T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1008453,2013-09-14T04:00:00Z,2013-12-14T05:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1012630,2016-07-16T04:00:00Z,2016-09-24T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1003106,,,,,,,,,,
1006327,2015-04-11T04:00:00Z,2015-11-21T05:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1010357,2014-06-07T04:00:00Z,2014-10-25T04:00:00Z,Sat: 10:00 AM-12:00 PM;,,,,,,,
1006548,May to Nov,er,sun:7:30 AM - 11:00 AM;,,,,,,,
1006131,,,,,,,,,,
1006463,May to Oct,r,Sat:8:00 am - 12:00 pm;,,,,,,,
1001667,July to No,ber,Sat:9:00 AM - 2:00 PM;,,,,,,,
1001505,2012-06-01T04:00:00Z,2012-10-01T04:00:00Z,Tue: 6:00 AM-8:00 AM;Thu: 6:00 AM-8:00 AM;Sat: 6:00 AM-8:00 AM;,,,,,,,
1012148,2016-05-21T04:00:00Z,2016-10-01T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1007768,,,,,,,,,,
1006787,2017-07-03T04:00:00Z,2017-10-30T04:00:00Z,Mon: 3:00 PM-6:00 PM;,,,,,,,
1011093,2015-04-11T04:00:00Z,2015-11-21T05:00:00Z,Sat: 8:00 AM-12:30 PM;,,,,,,,
1011095,2015-05-07T04:00:00Z,2015-10-29T04:00:00Z,Thu: 2:00 PM-5:30 PM;,,,,,,,
1011094,2015-05-05T04:00:00Z,2015-10-27T04:00:00Z,Tue: 2:00 PM-5:30 PM;,,,,,,,
1003891,June to No,ber,Sat:8:30 AM - 12:30 PM;,,,,,,,
1002049,,,,,,,,,,
1003536,,,,,,,,,,
1010137,2014-05-03T04:00:00Z,2016-10-01T04:00:00Z,Wed: 4:30 PM-6:30 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,
1005527,2016-06-23T04:00:00Z,2016-09-08T04:00:00Z,Thu: 4:00 PM-7:00 PM;,2016-10-01T04:00:00Z,2017-03-04T05:00:00Z,,,,,
1005489,2014-05-10T04:00:00Z,2014-10-25T04:00:00Z,Tue: 11:00 AM-2:00 PM;Wed: 4:00 PM-7:00 PM;Sat: 8:00 AM-1:00 PM;,2014-11-01T04:00:00Z,2015-04-25T04:00:00Z,,,,,
1007282,April to D,mber,sun:11:00 AM - 4:00 PM;,,,,,,,
1012235,2016-06-05T04:00:00Z,2016-10-16T04:00:00Z,Sun: 8:00 AM-1:00 PM;,2016-11-26T05:00:00Z,2016-11-26T05:00:00Z,,,,,
1012739,2016-06-13T04:00:00Z,2016-10-31T04:00:00Z,Mon: 2:00 PM-6:00 PM;,,,,,,,
1012738,2016-07-09T04:00:00Z,2016-10-29T04:00:00Z,Sat: 10:00 AM-2:00 PM;,,,,,,,
1012737,2016-06-16T04:00:00Z,2016-10-27T04:00:00Z,Thu: 2:00 PM-6:00 PM;,,,,,,,
1002205,2013-07-06T04:00:00Z,2013-10-26T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1003848,2014-06-16T04:00:00Z,2014-10-27T04:00:00Z,Mon: 2:00 PM-6:00 PM;,,,,,,,
1006535,2014-05-03T04:00:00Z,2014-10-25T04:00:00Z,Sun: 8:00 AM-12:00 PM;,,,,,,,
1003309,January to,cember,Sat:8:00 AM - 2:00 PM;,,,,,,,
1005476,June to Oc,er,Sat:9:00 AM - 12:00 PM;,,,,,,,
1007577,,,,,,,,,,
1000930,,,,,,,,,,
1007471,,,,,,,,,,
1004238,June to No,ber,Thu:11:00 AM - 3:00 PM;Sat:11:00 AM - 5:00 PM;,,,,,,,
1000055,2014-05-17T04:00:00Z,2014-11-22T05:00:00Z,Sun: 10:00 AM-2:00 PM;,,,,,,,
1009646,2014-01-21T05:00:00Z,2014-03-25T04:00:00Z,Tue: 11:00 AM-2:00 PM;,,,,,,,
1011296,2015-06-20T04:00:00Z,2015-09-12T04:00:00Z,Sat: 9:00 AM-12:30 PM;,,,,,,,
1004705,2013-07-13T04:00:00Z,2013-11-23T05:00:00Z,Sat: 11:00 AM-4:00 PM;,,,,,,,
1000584,,,,,,,,,,
1018460,2017-06-08T04:00:00Z,2017-08-31T04:00:00Z,Thu: 4:00 PM-7:00 PM;,,,,,,,
1005787,,,,,,,,,,
1005758,2016-05-21T04:00:00Z,2016-10-01T04:00:00Z,Sat: 8:30 AM-1:30 PM;,,,,,,,
1007274,,,,,,,,,,
1010860,2015-05-02T04:00:00Z,2015-10-31T04:00:00Z,Sat: 10:00 AM-1:00 PM;,2015-11-07T05:00:00Z,2016-04-02T04:00:00Z,,,,,
1000701,2014-05-10T04:00:00Z,2014-11-22T05:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1005199,,,,,,,,,,
1002534,,,,,,,,,,
1007394,,,,,,,,,,
1007491,,,,,,,,,,
1002787,2015-04-09T04:00:00Z,2015-11-19T05:00:00Z,Thu: 3:00 PM-6:00 PM;,,,,,,,
1005939,2016-06-15T04:00:00Z,2016-10-26T04:00:00Z,Wed: 11:00 AM-2:00 PM;,,,,,,,
1007826,,,,,,,,,,
1016890,,,Wed: 4:00 PM-7:00 PM;,,,,,,,
1008638,2013-05-02T04:00:00Z,2013-09-26T04:00:00Z,Thu: 4:00 PM-;,,,,,,,
1005991,2012-09-01T04:00:00Z,2012-09-01T04:00:00Z,Wed: 4:00 PM-7:00 PM;,2013-05-08T04:00:00Z,2013-09-18T04:00:00Z,2014-09-17T04:00:00Z,,2015-05-01T04:00:00Z,,Wed: 4:00 PM-7:00 PM;
1007391,,,,,,,,,,
1000298,2014-06-21T04:00:00Z,2014-10-04T04:00:00Z,Sat: 8:00 AM-1:00 PM;,2012-09-01T04:00:00Z,2012-10-31T04:00:00Z,,,,,
1007631,,,,,,,,,,
1009562,,,,,,,,,,
1010526,2016-12-10T05:00:00Z,2017-03-11T05:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1000495,,,Sat: 9:00 AM-1:00 PM;,,,,,,,
1000967,,,,,,,,,,
1006957,2013-06-29T04:00:00Z,2013-10-05T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1002588,2013-06-14T04:00:00Z,2013-10-25T04:00:00Z,Fri: 10:00 AM-2:00 PM;,,,,,,,
1002589,2013-06-12T04:00:00Z,2013-10-30T04:00:00Z,Wed: 12:00 PM-4:00 PM;,,,,,,,
1008083,2013-06-22T04:00:00Z,2013-10-26T04:00:00Z,Sat: 2:00 PM-5:00 PM;,,,,,,,
1007472,,,,,,,,,,
1012708,2016-06-07T04:00:00Z,2016-09-27T04:00:00Z,Tue: 3:30 PM-8:00 PM;,,,,,,,
1012707,2016-06-08T04:00:00Z,2016-08-31T04:00:00Z,Wed: 4:00 PM-8:00 PM;,2016-10-05T04:00:00Z,2016-10-26T04:00:00Z,,,,,
1012703,2016-06-04T04:00:00Z,2016-11-19T05:00:00Z,Sat: 8:00 AM-1:00 PM;,2016-12-03T05:00:00Z,2017-03-11T05:00:00Z,,,,,
1003929,2013-01-01T05:00:00Z,,Sun: 10:00 AM-3:00 PM;,,,,,,,
1009497,,,,,,,,,,
1003155,June to Oc,er,Wed:12:00 PM - 6:00 PM;,,,,,,,
1001721,,,,,,,,,,
1010958,2016-06-03T04:00:00Z,2016-11-18T05:00:00Z,Fri: 8:30 AM-2:30 PM;,,,,,,,
1000483,May to Sep,ber,Sat:9:00 am - 1:00 pm;,,,,,,,
1010772,,,Sat: 8:00 AM-12:00 PM;,,,,,,,
1007362,,,,,,,,,,
1009526,,,,,,,,,,
1000083,2013-06-19T04:00:00Z,2013-11-27T05:00:00Z,Wed: 9:00 AM-3:00 PM;,,,,,,,
1012536,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Sun: 9:00 AM-1:00 PM;,,,,,,,
1003755,2014-06-05T04:00:00Z,2014-10-16T04:00:00Z,Thu: 2:30 PM-6:00 PM;,,,,,,,
1000292,2013-05-19T04:00:00Z,2013-10-27T04:00:00Z,Sun: 12:00 PM-4:00 PM;,,,,,,,
1003592,2014-06-27T04:00:00Z,2014-08-29T04:00:00Z,Fri: 12:00 PM-6:00 PM;,2014-09-05T04:00:00Z,2014-10-17T04:00:00Z,,,,,
1009540,,,,,,,,,,
1001596,2013-04-01T04:00:00Z,2013-07-31T04:00:00Z,Sat: 8:00 AM-2:00 PM;,,,,,,,
1004568,May to Oct,r,Thu:4:00 PM - 7:00 PM;,,,,,,,
1000908,July to No,ber,Fri:10:00 AM - 4:00 PM;,,,,,,,
1005046,May to Oct,r,Tue:3:00 pm - 7:00 pm;Sat:8:00 am - 12:00 pm;,,,,,,,
1009192,,,,,,,,,,
1018296,2017-06-21T04:00:00Z,2017-10-11T04:00:00Z,Wed: 4:30 PM-7:00 PM;,,,,,,,
1009916,2014-05-24T04:00:00Z,2014-10-11T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1007262,2016-11-01T04:00:00Z,2017-04-30T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1009914,2014-05-10T04:00:00Z,2014-10-25T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1007320,2014-05-30T04:00:00Z,2014-10-10T04:00:00Z,Fri: 3:00 PM-6:00 PM;,,,,,,,
1004833,,,,,,,,,,
1010098,2014-05-10T04:00:00Z,2014-10-25T04:00:00Z,Sat: 9:00 AM-2:00 PM;,,,,,,,
1009991,2014-05-21T04:00:00Z,2014-10-15T04:00:00Z,Wed: 9:00 AM-12:00 PM;,,,,,,,
1009990,2014-05-23T04:00:00Z,2014-10-17T04:00:00Z,Sat: 4:00 PM-6:00 PM;,,,,,,,
1012049,2016-11-05T04:00:00Z,2016-12-17T05:00:00Z,Sat: 12:00 PM-2:00 PM;,,,,,,,
1003043,2016-07-05T04:00:00Z,2016-10-25T04:00:00Z,Tue: 1:30 PM-6:00 PM;,,,,,,,
1012647,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Mon: 8:00 AM-3:00 PM;Wed: 8:00 AM-3:00 PM;Fri: 8:00 AM-3:00 PM;,,,,,,,
1004917,2013-06-28T04:00:00Z,2013-10-18T04:00:00Z,Fri: 4:00 PM-8:00 PM;,,,,,,,
1003208,2014-05-31T04:00:00Z,2014-10-25T04:00:00Z,Sat: 10:00 AM-1:00 PM;,,,,,,,
1004468,,,,,,,,,,
1000544,,,,,,,,,,
1001412,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Sun: 11:30 AM-2:30 PM;,,,,,,,
1004527,May to Oct,r,Fri:4:00 pm - 8:00 pm;,,,,,,,
1007410,,,,,,,,,,
1011238,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Fri: 10:00 AM-3:00 PM;Sat: 10:00 AM-3:00 PM;Sun: 10:00 AM-3:00 PM;,,,,,,,
1004773,2014-05-01T04:00:00Z,2014-11-06T05:00:00Z,Thu: 3:00 PM-6:30 PM;,,,,,,,
1018089,2017-05-13T04:00:00Z,2017-10-14T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1011232,2015-11-14T05:00:00Z,,,,,,,,,
1002952,,,,,,,,,,
1009432,,,,,,,,,,
1003840,2015-05-01T04:00:00Z,2015-10-16T04:00:00Z,Mon: 4:00 PM-6:00 PM;Wed: 4:00 PM-6:00 PM;Fri: 4:00 PM-6:00 PM;,,,,,,,
1008055,2013-05-03T04:00:00Z,2013-09-27T04:00:00Z,Fri: 4:00 PM-7:00 PM;,2013-10-04T04:00:00Z,2014-04-25T04:00:00Z,,,,,
1001236,,,,,,,,,,
1011101,2015-05-02T04:00:00Z,2015-10-31T04:00:00Z,Sat: 8:00 AM-12:00 PM;,2015-11-07T05:00:00Z,2016-04-30T04:00:00Z,,,,,
1000402,,,,,,,,,,
1018216,2017-06-03T04:00:00Z,2017-08-26T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1004654,May to Oct,r,Tue:4:00 pm - 8:00 pm;,,,,,,,
1008008,2014-06-07T04:00:00Z,2014-10-25T04:00:00Z,Sat: 9:30 AM-12:00 PM;,,,,,,,
1006734,2014-06-07T04:00:00Z,2014-09-30T04:00:00Z,Tue: 5:00 PM-6:30 PM;Thu: 5:00 PM-6:30 PM;,,,,,,,
1010614,,,Sat: 10:00 AM-1:00 PM;,,,,,,,
1005695,,,,,,,,,,
1003547,January to,cember,Sat:9:00 AM - 5:00 PM;,,,,,,,
1010140,2014-06-15T04:00:00Z,2014-09-28T04:00:00Z,Sun: 11:00 AM-4:00 PM;,,,,,,,
1005307,,,,,,,,,,
1003243,,,,,,,,,,
1007770,,,,,,,,,,
1006252,2015-04-11T04:00:00Z,,Sat: 8:00 AM-12:00 PM;,,,,,,,
1004266,2015-05-09T04:00:00Z,2015-11-07T05:00:00Z,Sat: 10:00 AM-2:00 PM;,,,,,,,
1005621,January to,cember,Sat:10:00 AM - 2:00 PM;,,,,,,,
1006389,May to Sep,ber,Fri:6:00 pm - 9:00 pm;,,,,,,,
1004562,,,,,,,,,,
1006138,2016-06-09T04:00:00Z,2016-08-25T04:00:00Z,Thu: 4:00 PM-8:00 PM;,2016-09-01T04:00:00Z,2016-09-08T04:00:00Z,,,,,
1001025,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Thu: 3:00 PM-7:00 PM;,,,,,,,
1002911,,,,,,,,,,
1009296,,,,,,,,,,
1011954,2016-06-02T04:00:00Z,2016-10-27T04:00:00Z,Thu: 3:00 PM-7:00 PM;,,,,,,,
1009550,,,,,,,,,,
1002499,,,,,,,,,,
1006213,,,,,,,,,,
1003114,,,,,,,,,,
1018618,2017-07-10T04:00:00Z,2017-09-29T04:00:00Z,Tue: 10:00 AM-1:00 PM;Fri: 10:00 AM-1:00 PM;,,,,,,,
1007159,,,,,,,,,,
1012026,2016-05-05T04:00:00Z,2016-10-27T04:00:00Z,Thu: 10:00 AM-6:00 PM;,,,,,,,
1006823,,,,,,,,,,
1006836,2016-06-04T04:00:00Z,2016-10-15T04:00:00Z,Sat: 10:00 AM-12:00 PM;,,,,,,,
1001595,2013-06-27T04:00:00Z,2013-10-03T04:00:00Z,Thu: 3:00 PM-6:00 PM;,,,,,,,
1009245,,,,,,,,,,
1004565,,,,,,,,,,
1011943,2016-05-24T04:00:00Z,2016-10-31T04:00:00Z,Tue: 11:00 AM-2:00 PM;,,,,,,,
1012471,2016-07-01T04:00:00Z,2016-10-28T04:00:00Z,Fri: 10:00 AM-2:00 PM;,,,,,,,
1001928,,,,,,,,,,
1006468,2013-06-13T04:00:00Z,2013-09-12T04:00:00Z,Thu: 2:30 PM-6:00 PM;,,,,,,,
1007439,,,,,,,,,,
1007582,,,,,,,,,,
1003200,,,,,,,,,,
1018184,2017-05-19T04:00:00Z,2017-10-27T04:00:00Z,Tue: 4:00 PM-6:30 PM;Fri: 4:00 PM-6:30 PM;,,,,,,,
1004592,2015-05-01T04:00:00Z,2015-10-30T04:00:00Z,Fri: 7:00 AM-1:30 PM;,2016-05-06T04:00:00Z,2016-10-28T04:00:00Z,,,,,
1009433,,,,,,,,,,
1018566,2017-05-06T04:00:00Z,2017-10-28T04:00:00Z,Wed: 4:00 PM-6:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,
1018550,2017-06-03T04:00:00Z,2017-12-09T05:00:00Z,Sat: 8:00 AM-1:00 PM;,,,,,,,
1001030,,,,,,,,,,
1009199,,,,,,,,,,
1001059,2016-05-06T04:00:00Z,2016-10-28T04:00:00Z,Fri: 10:00 AM-3:00 PM;,,,,,,,
1005978,January to,cember,Sat:8:00 am - 1:00 pm;,,,,,,,
1004704,January to,cember,Sat:10:00 AM - 3:00 PM;,,,,,,,
1012441,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Thu: 3:00 PM-7:30 PM;,,,,,,,
1005629,2014-06-04T04:00:00Z,2015-09-24T04:00:00Z,Thu: 5:00 PM-8:00 PM;,,,,,,,
1000994,,,,,,,,,,
1018594,2017-05-13T04:00:00Z,2017-10-28T04:00:00Z,Tue: 3:00 PM-6:00 PM;Thu: 3:00 PM-6:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,
1012277,2016-10-07T04:00:00Z,2017-04-28T04:00:00Z,Fri: 9:00 AM-2:00 PM;,,,,,,,
1004865,2015-07-11T04:00:00Z,,Sat: 11:00 AM-2:00 PM;,,,,,,,
1002287,January to,cember,Wed:5:00 pm - 6:30 pm;,,,,,,,
1003910,,,,,,,,,,
1000507,,,,,,,,,,
1003619,,,,,,,,,,
1018605,2017-06-23T04:00:00Z,2017-09-15T04:00:00Z,Fri: 3:30 PM-6:30 PM;,,,,,,,
1007616,,,,,,,,,,
1000176,April to O,ber,Wed:3:00 PM - 6:00 PM;Sat:8:00 AM - 12:00 PM;,November t,arch,,,,,
1002861,,,,,,,,,,
1018112,2017-01-01T05:00:00Z,2017-12-31T05:00:00Z,Sun: 10:30 AM-3:30 PM;,,,,,,,
1016768,2017-05-13T04:00:00Z,2017-09-30T04:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,
1005980,2013-01-01T05:00:00Z,2013-12-31T05:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1007104,,,,,,,,,,
1009884,2016-05-21T04:00:00Z,2016-10-15T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1018455,2017-05-01T04:00:00Z,2017-10-01T04:00:00Z,Mon: 8:00 AM-6:00 PM;Tue: 8:00 AM-6:00 PM;Wed: 8:00 AM-6:00 PM;Thu: 8:00 AM-6:00 PM;Fri: 8:00 AM-6:00 PM;Sat: 8:00 AM-6:00 PM;,,,,,,,
1011303,2016-04-03T04:00:00Z,2016-11-20T05:00:00Z,Sun: 8:00 AM-1:00 PM;,,,,,,,
1016896,2017-04-02T04:00:00Z,2017-11-19T05:00:00Z,Sun: 8:00 AM-1:00 PM;,,,,,,,
1001488,,,,,,,,,,
1003931,,,,,,,,,,
1003180,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Tue: 7:00 AM-1:00 PM;Thu: 7:00 AM-1:00 PM;Sat: 7:00 AM-1:00 PM;,,,,,,,
1003084,,,,,,,,,,
1007054,,,,,,,,,,
1003739,2014-06-01T04:00:00Z,2014-10-26T04:00:00Z,Sun: 10:00 AM-1:00 PM;,,,,,,,
1003741,July to Se,mber,Wed:11:00 AM - 2:00 PM;,,,,,,,
1003742,2014-04-12T04:00:00Z,2014-12-20T05:00:00Z,Sat: 9:00 AM-1:00 PM;,2014-01-11T05:00:00Z,2014-03-22T04:00:00Z,,,,,
1003744,2014-06-12T04:00:00Z,2014-10-02T04:00:00Z,Thu: 10:30 AM-1:30 PM;,,,,,,,
1003746,2014-04-05T04:00:00Z,2014-12-20T05:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1003740,2014-06-04T04:00:00Z,2014-10-15T04:00:00Z,Wed: 10:30 AM-1:30 PM;,,,,,,,
1009628,2014-06-05T04:00:00Z,2014-10-02T04:00:00Z,Thu: 10:30 AM-1:30 PM;,,,,,,,
1003745,2014-01-11T05:00:00Z,2014-03-22T04:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,
1002897,,,,,,,,,,
1007617,,,,,,,,,,
1007618,,,,,,,,,,
1012164,2016-04-26T04:00:00Z,2016-11-08T05:00:00Z,Tue: 1:30 PM-6:30 PM;,,,,,,,
1010744,2014-11-15T05:00:00Z,2015-04-18T04:00:00Z,Sat: 9:00 AM-2:00 PM;,,,,,,,
1003694,2016-06-22T04:00:00Z,2016-10-19T04:00:00Z,Wed: 7:00 AM-1:00 PM;,,,,,,,
