FMID,Season1_Start_Date,Season1_End_Date,Season1Time,Season2_Start_Date,Season2_End_Date,Season3_End_Date,Season3Time,Season4_Start_Date,Season4_End_Date,Season4Time
1012419,2016-05-04T04:00:00Z,2016-11-30T05:00:00Z,Wed: 4:00 PM-7:00 PM;,,,,,,,
1012454,2016-05-05T04:00:00Z,2016-11-17T05:00:00Z,Thu: 3:00 PM-6:00 PM;,,,,,,,
1012374,2016-05-03T04:00:00Z,2016-11-29T05:00:00Z,Tue: 4:00 PM-6:00 PM;,,,,,,,
1012427,2016-06-02T04:00:00Z,2016-10-27T04:00:00Z,Thu: 10:00 AM-12:00 PM;,,,,,,,
1012377,2016-06-01T04:00:00Z,2016-10-26T04:00:00Z,Wed: 10:00 AM-12:00 PM;,,,,,,,
1002085,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Sat: 9:00 AM-2:00 PM;,,,,,,,
1018326,2017-04-30T04:00:00Z,2017-11-05T04:00:00Z,Sun: 10:00 AM-3:00 PM;,,,,,,,
1007662,,,,,,,,,,
1002798,June to Oc,er,Sat:9:00 AM - 1:00 PM;,,,,,,,
1010882,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Mon: 7:00 AM-7:00 PM;Tue: 7:00 AM-7:00 PM;Wed: 7:00 AM-7:00 PM;Thu: 7:00 AM-7:00 PM;Fri: 7:00 AM-7:00 PM;Sat: 8:00 AM-6:00 PM;Sun: 8:00 AM-6:00 PM;,,,,,,,
1002314,,,,,,,,,,
1005928,,,,,,,,,,
1005927,,,,,,,,,,
1002621,,,,,,,,,,
1002622,,,,,,,,,,
1002620,,,,,,,,,,
1001018,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Mon: 5:00 PM-6:00 PM;Sat: 10:00 AM-12:00 PM;,,,,,,,
1017963,2017-06-01T04:00:00Z,2017-09-28T04:00:00Z,Thu: 4:00 PM-7:00 PM;,,,,,,,
1008236,2016-06-02T04:00:00Z,2016-10-27T04:00:00Z,Thu: 3:00 PM-7:00 PM;,,,,,,,
1009968,2014-06-11T04:00:00Z,2014-10-29T04:00:00Z,Wed: 2:00 PM-6:30 PM;,,,,,,,
1018253,2017-04-15T04:00:00Z,2017-12-30T05:00:00Z,Sat: 8:00 AM-12:00 PM;,2018-01-06T05:00:00Z,2018-04-14T04:00:00Z,,,,,
1018561,2017-07-01T04:00:00Z,2017-09-09T04:00:00Z,Sat: 10:00 AM-3:00 PM;,,,,,,,
1003571,,,,,,,,,,
1010945,2015-04-29T04:00:00Z,2015-10-21T04:00:00Z,Wed: 3:00 PM-7:00 PM;,,,,,,,
1011958,2016-06-04T04:00:00Z,2016-10-29T04:00:00Z,Sat: 10:00 AM-2:00 PM;,,,,,,,
1011122,2015-05-09T04:00:00Z,2015-10-31T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1012822,2017-05-25T04:00:00Z,2017-10-26T04:00:00Z,Thu: 3:30 AM-7:00 PM;,,,,,,,
1001991,2016-05-07T04:00:00Z,2016-10-15T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1000294,,,,,,,,,,
1001892,,,,,,,,,,
1001893,,,,,,,,,,
1006270,,,,,,,,,,
1008855,2014-06-15T04:00:00Z,2014-09-21T04:00:00Z,Sun: 10:00 AM-3:00 PM;,,,,,,,
1010575,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Sat: 10:00 AM-2:00 PM;,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,,,,,
1008534,2013-06-06T04:00:00Z,2013-09-26T04:00:00Z,Thu: 3:30 PM-7:00 PM;,,,,,,,
1007842,,,,,,,,,,
1005081,2013-06-02T04:00:00Z,2013-09-29T04:00:00Z,Sun: 9:00 AM-1:30 PM;,,,,,,,
1009285,,,,,,,,,,
1009272,,,,,,,,,,
1004350,June to Oc,er,Thu:4:00 PM - 7:00 PM;,,,,,,,
1000397,,,,,,,,,,
1002490,,,,,,,,,,
1003061,2015-05-02T04:00:00Z,2015-10-31T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1016829,2017-06-01T04:00:00Z,2017-10-26T04:00:00Z,Thu: 4:00 PM-7:00 PM;,,,,,,,
1007600,,,,,,,,,,
1003575,,,,,,,,,,
1003219,2015-04-11T04:00:00Z,2015-10-31T04:00:00Z,Wed: 8:00 AM-1:00 PM;Sat: 8:00 AM-1:00 PM;,2015-11-21T05:00:00Z,2015-12-05T05:00:00Z,,,,,
1008904,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1008905,2016-04-06T04:00:00Z,2016-10-26T04:00:00Z,Wed: 12:00 PM-4:00 PM;,,,,,,,
1000887,,,,,,,,,,
1007501,,,,,,,,,,
1005158,2015-06-06T04:00:00Z,2015-10-10T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1009810,2016-06-11T04:00:00Z,2016-10-08T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1008897,2016-05-07T04:00:00Z,2016-11-05T04:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,
1007787,,,,,,,,,,
1000465,,,,,,,,,,
1003642,,,,,,,,,,
1006964,,,,,,,,,,
1000836,July to Se,mber,Sat:8:00 AM - 12:00 PM;,,,,,,,
1008599,2015-06-26T04:00:00Z,2015-10-16T04:00:00Z,Fri: 3:00 PM-7:00 PM;,,,,,,,
1004530,,,,,,,,,,
1009244,,,,,,,,,,
1004692,2015-06-17T04:00:00Z,2015-10-28T04:00:00Z,Wed: 10:00 AM-2:00 PM;,,,,,,,
1005837,,,,,,,,,,
1000086,2013-07-10T04:00:00Z,2013-11-20T05:00:00Z,Wed: 8:00 AM-3:00 PM;,,,,,,,
1003661,2013-05-12T04:00:00Z,2013-10-13T04:00:00Z,Sun: 10:00 AM-3:00 PM;,,,,,,,
1001245,2015-05-02T04:00:00Z,2015-05-30T04:00:00Z,Sat: 7:00 AM-1:00 PM;,2015-06-02T04:00:00Z,2015-09-29T04:00:00Z,2015-10-24T04:00:00Z,Sat: 7:00 AM-1:00 PM;,,,
1004818,2012-06-01T04:00:00Z,2012-12-01T05:00:00Z,,2012-12-01T05:00:00Z,2012-05-31T04:00:00Z,,,,,
1009516,,,,,,,,,,
1009447,,,,,,,,,,
1003911,,,,,,,,,,
1001294,,,,,,,,,,
1002984,April to O,ber,Wed:2:30 PM - 5:30 PM;Sat:8:00 AM - 12:00 PM;,,,,,,,
1003223,,,,,,,,,,
1018305,2017-06-02T04:00:00Z,2017-09-29T04:00:00Z,Fri: 2:00 PM-6:00 PM;,,,,,,,
1005086,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Wed: 9:00 AM-12:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,
1010034,2014-06-17T04:00:00Z,2014-10-30T04:00:00Z,Tue: 4:00 PM-6:00 PM;Thu: 4:00 PM-6:00 PM;Sat: 5:00 PM-9:00 PM;,,,,,,,
1008974,2014-04-09T04:00:00Z,2014-10-29T04:00:00Z,Wed: 4:00 PM-7:00 PM;,,,,,,,
1018033,2017-04-12T04:00:00Z,2017-11-15T05:00:00Z,Wed: 4:00 PM-7:00 PM;,,,,,,,
1018032,2017-04-01T04:00:00Z,2017-12-16T05:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1000297,January to,cember,Thu:4:30 PM - 8:00 PM;,,,,,,,
1011861,2016-06-04T04:00:00Z,2016-08-27T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1002987,,,Mon: 9:00 AM-6:00 PM;Tue: 9:00 AM-6:00 PM;Wed: 9:00 AM-6:00 PM;Thu: 9:00 AM-6:00 PM;Fri: 9:00 AM-6:00 PM;Sat: 9:00 AM-6:00 PM;,,,,,,,
1000750,June to Oc,er,Sat:9:00 AM - 12:00 PM;,,,,,,,
1006095,,,,,,,,,,
1000708,July to Oc,er,Thu:10:00 am - 4:00 pm;Sat:10:00 am - 4:00 pm;,,,,,,,
1000464,,,,,,,,,,
1006303,2016-06-03T04:00:00Z,2016-10-07T04:00:00Z,Fri: 12:00 PM-6:00 PM;,,,,,,,
1001992,,,,,,,,,,
1001503,,,Sat: 7:00 AM-12:00 PM;,,,,,,,
1002860,2013-06-06T04:00:00Z,2013-09-26T04:00:00Z,Thu: 2:00 PM-6:00 PM;,,,,,,,
1018330,2017-06-17T04:00:00Z,2017-10-14T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1010003,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Sun: 10:00 AM-2:00 PM;,,,,,,,
1000655,,,,,,,,,,
1006311,June to Se,mber,Wed:3:00 pm - 7:00 pm;,,,,,,,
1002377,2014-06-03T04:00:00Z,2014-10-30T04:00:00Z,Tue: 7:00 AM-2:00 PM;Thu: 7:00 AM-2:00 PM;Sat: 7:00 AM-2:00 PM;,,,,,,,
1003772,2014-04-29T04:00:00Z,2014-09-30T04:00:00Z,Tue: 1:00 PM-6:00 PM;,,,,,,,
1001349,,,,,,,,,,
1006712,,,,,,,,,,
1018270,2017-05-23T04:00:00Z,2017-10-03T04:00:00Z,Tue: 4:00 PM-7:00 PM;,,,,,,,
1006410,2014-06-06T04:00:00Z,2014-09-26T04:00:00Z,Thu: 2:30 PM-6:30 PM;,,,,,,,
1011950,2017-06-04T04:00:00Z,2017-09-24T04:00:00Z,Sun: 10:00 AM-3:00 PM;,,,,,,,
1001569,,,,,,,,,,
1000736,,,,,,,,,,
1003923,June to Se,mber,Thu:4:00 PM - 7:00 PM;,,,,,,,
1005375,,,,,,,,,,
1008999,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Mon: 6:00 PM-10:00 PM;,,,,,,,
1003866,,,,,,,,,,
1004300,,,,,,,,,,
1000870,January to,cember,Mon:7:00 AM - 7:00 PM;Tue:7:00 AM - 7:00 PM;Wed:7:00 AM - 7:00 PM;Thu:7:00 AM - 7:00 PM;Fri:7:00 AM - 7:00 PM;Sat:7:00 AM - 3:30 PM;,,,,,,,
1000559,2013-04-06T04:00:00Z,2013-10-26T04:00:00Z,Mon: -12:00 PM;Sat: 8:00 AM-;,,,,,,,
1005604,2013-05-01T04:00:00Z,2013-10-31T04:00:00Z,Wed: 8:00 AM-12:00 PM;Sat: 7:00 AM-12:00 PM;,2015-11-04T05:00:00Z,2016-02-27T05:00:00Z,,,,,
1010694,2014-11-01T04:00:00Z,2015-02-28T05:00:00Z,Sat: 7:00 AM-12:00 PM;,,,,,,,
1011929,2016-06-11T04:00:00Z,2016-10-15T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1011927,2016-07-07T04:00:00Z,2016-08-25T04:00:00Z,Thu: 10:00 AM-2:00 PM;,,,,,,,
1011928,2016-07-06T04:00:00Z,2016-09-28T04:00:00Z,Wed: 12:00 PM-5:00 PM;,,,,,,,
1001695,June to Se,mber,Fri:4:00 pm - 7:00 pm;,,,,,,,
1002491,,,,,,,,,,
1012430,2016-05-02T04:00:00Z,2016-10-29T04:00:00Z,Mon: 4:00 PM-7:00 PM;Thu: 4:00 PM-7:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,
1011490,2015-06-08T04:00:00Z,2016-08-29T04:00:00Z,Mon: 5:00 PM-8:00 PM;,,,,,,,
1011826,2016-10-01T04:00:00Z,2017-03-01T05:00:00Z,Thu: 3:00 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;,2017-04-01T04:00:00Z,2017-06-30T04:00:00Z,,,,,
1005376,,,,,,,,,,
1010695,2014-04-01T04:00:00Z,2014-10-31T04:00:00Z,Sat: 7:00 AM-12:00 PM;,,,,,,,
1003539,February t,eptember,Sat:10:00 AM - 9:30 PM;sun:12:00 PM - 8:00 PM;,,,,,,,
1007033,,,,,,,,,,
1018390,2017-06-06T04:00:00Z,2017-10-31T04:00:00Z,Tue: 4:00 PM-7:00 PM;,,,,,,,
1011092,2016-06-07T04:00:00Z,,Tue: 3:00 PM-6:00 PM;,,,,,,,
1000898,2013-06-19T04:00:00Z,2013-10-16T04:00:00Z,Wed: 3:00 PM-6:00 PM;,,,,,,,
1000502,,,,,,,,,,
1003520,April to N,mber,Sat:10:00 AM - 3:00 PM;,,,,,,,
1007435,,,,,,,,,,
1006907,,,,,,,,,,
1004803,2014-07-09T04:00:00Z,2014-10-31T04:00:00Z,Wed: 4:30 PM-7:00 PM;,,,,,,,
1010696,2015-05-05T04:00:00Z,2015-10-27T04:00:00Z,Tue: 8:00 AM-2:00 PM;,,,,,,,
1005235,May to Oct,r,Sat:8:00 AM - 12:00 PM;,,,,,,,
1010697,2014-05-01T04:00:00Z,2014-10-29T04:00:00Z,Thu: 8:00 AM-2:00 PM;,,,,,,,
1002624,,,,,,,,,,
1000029,July to Oc,er,Fri:4:00 pm - 6:00 pm;,,,,,,,
1005228,May to Oct,r,Fri:8:00 AM - 12:00 PM;,,,,,,,
1010608,2016-04-16T04:00:00Z,2016-06-30T04:00:00Z,Sat: 9:00 AM-1:00 PM;,2016-10-01T04:00:00Z,2016-12-17T05:00:00Z,,,,,
1004633,2014-04-12T04:00:00Z,2014-11-15T05:00:00Z,Sat: 9:00 AM-1:00 PM;,2014-11-22T05:00:00Z,2014-12-20T05:00:00Z,,,,,
1003411,2016-06-08T04:00:00Z,2016-10-12T04:00:00Z,Wed: 3:30 PM-6:30 PM;,,,,,,,
1000540,,,,,,,,,,
1003134,,,,,,,,,,
1001448,,,,,,,,,,
1001017,,,,,,,,,,
1007121,,,,,,,,,,
1004882,April to O,ber,Sat:7:30 AM - 12:00 PM;,,,,,,,
1009475,,,,,,,,,,
1009163,,,,,,,,,,
1003720,,,,,,,,,,
1018417,2017-06-03T04:00:00Z,2017-10-14T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1008721,2013-05-15T04:00:00Z,2013-10-31T04:00:00Z,Wed: 8:00 AM-5:00 PM;Thu: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-3:00 PM;,,,,,,,
1011333,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Sun: 10:00 AM-3:00 PM;,,,,,,,
1006740,,,,,,,,,,
1003662,2014-06-12T04:00:00Z,2014-10-18T04:00:00Z,Thu: 3:00 PM-6:00 PM;Sat: 9:00 AM-12:00 PM;,,,,,,,
1003814,,,,,,,,,,
1006519,,,,,,,,,,
1000790,April to D,mber,sun:7:00 AM - 12:00 PM;,,,,,,,
1001027,,,,,,,,,,
1010688,2014-01-01T05:00:00Z,2014-12-31T05:00:00Z,Thu: 8:00 AM-11:00 AM;,,,,,,,
1008053,2013-05-10T04:00:00Z,2013-10-25T04:00:00Z,Fri: 3:00 PM-8:00 PM;,,,,,,,
1012081,2016-05-01T04:00:00Z,2016-11-20T05:00:00Z,Sun: 11:00 AM-2:00 PM;,,,,,,,
1012134,2016-05-10T04:00:00Z,2016-10-25T04:00:00Z,Tue: 6:00 PM-9:00 PM;,,,,,,,
1010152,2015-05-10T04:00:00Z,2015-10-25T04:00:00Z,Sun: 9:00 AM-12:00 PM;,,,,,,,
1002881,2012-01-01T05:00:00Z,2012-12-31T05:00:00Z,Sat: 6:00 AM-1:00 PM;,,,,,,,
1004549,2014-01-01T05:00:00Z,,Tue: 7:00 AM-5:00 PM;Wed: 7:00 AM-5:00 PM;Thu: 7:00 AM-5:00 PM;Fri: 7:00 AM-5:00 PM;Sat: 7:00 AM-12:00 PM;,,,,,,,
1001612,,,,,,,,,,
1008918,2013-07-17T04:00:00Z,2013-11-27T05:00:00Z,Sat: 8:00 AM-4:00 PM;,,,,,,,
1007268,2013-05-03T04:00:00Z,2013-10-29T04:00:00Z,Tue: 7:30 AM-12:30 PM;Fri: 7:30 AM-12:30 PM;Sat: 7:30 AM-12:30 PM;,,,,,,,
1008466,,,,,,,,,,
1003082,2014-06-12T04:00:00Z,2014-08-28T04:00:00Z,Thu: 5:00 PM-8:00 PM;,,,,,,,
1018168,2017-05-20T04:00:00Z,2017-10-28T04:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,
1001604,2014-06-19T04:00:00Z,2014-10-23T04:00:00Z,Thu: 11:00 AM-4:00 PM;,,,,,,,
1003211,,,,,,,,,,
1000353,,,,,,,,,,
1002354,2014-10-25T04:00:00Z,,Sat: 9:00 AM-12:30 PM;,,,,,,,
1018517,2017-05-31T04:00:00Z,2017-10-04T04:00:00Z,Wed: 4:00 PM-7:30 PM;,,,,,,,
1003976,2014-05-02T04:00:00Z,2014-10-31T04:00:00Z,Tue: 8:00 AM-1:00 PM;Fri: 8:00 AM-1:00 PM;,,,,,,,
1002269,,,,,,,,,,
1007010,,,,,,,,,,
1003550,,,,,,,,,,
1012205,2016-05-14T04:00:00Z,2016-10-29T04:00:00Z,Sat: 10:00 AM-1:00 PM;,,,,,,,
1002936,,,,,,,,,,
1006001,,,Wed: 8:00 AM-3:00 PM;,,,,,,,
1002564,,,,,,,,,,
1006441,,,,,,,,,,
1008194,2014-05-17T04:00:00Z,2014-09-27T04:00:00Z,Sat: 7:00 AM-12:00 PM;,,,,,,,
1009308,,,,,,,,,,
1009402,,,,,,,,,,
1003335,,,,,,,,,,
1010197,2014-07-01T04:00:00Z,2014-09-30T04:00:00Z,Wed: 4:30 PM-6:00 PM;,,,,,,,
1009522,,,,,,,,,,
1004987,2013-05-23T04:00:00Z,2013-09-26T04:00:00Z,Thu: 9:00 AM-1:30 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,
1000436,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Sat: 10:00 AM-2:00 PM;,,,,,,,
1005439,June to Oc,er,Sat:8:00 AM - 12:00 PM;,,,,,,,
1006462,2014-06-07T04:00:00Z,2014-09-27T04:00:00Z,Sun: 9:00 AM-1:00 PM;,,,,,,,
1001325,2013-06-21T04:00:00Z,2013-10-31T04:00:00Z,Tue: 8:00 AM-5:00 PM;Fri: 8:00 AM-5:00 PM;Sat: 8:00 AM-5:00 PM;,,,,,,,
1007420,2012-05-01T04:00:00Z,2012-10-31T04:00:00Z,Thu: 3:00 PM-7:00 PM;,,,,,,,
1002294,,,,,,,,,,
1007305,May to Oct,r,Sat:8:30 am - 12:00 pm;,,,,,,,
1010533,,,,,,,,,,
1009051,2014-05-03T04:00:00Z,2014-10-29T04:00:00Z,Wed: 9:00 AM-1:00 PM;Sat: 9:00 AM-1:00 PM;,,,,,,,
1003806,2016-05-07T04:00:00Z,2016-11-12T05:00:00Z,Wed: 3:00 PM-6:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,
1004026,,,,,,,,,,
1000919,,,,,,,,,,
1003239,,,,,,,,,,
1000057,2013-06-01T04:00:00Z,2013-11-23T05:00:00Z,Sat: 8:00 AM-3:00 PM;,,,,,,,
1005817,May to Oct,r,Wed:8:00 am - 5:00 pm;,,,,,,,
1016880,2017-06-15T04:00:00Z,2017-10-20T04:00:00Z,Thu: 5:00 AM-8:00 PM;,,,,,,,
1003728,,,,,,,,,,
1007808,,,,,,,,,,
1004003,,,,,,,,,,
1010298,2014-07-03T04:00:00Z,2014-09-25T04:00:00Z,Thu: 4:00 PM-7:00 PM;,,,,,,,
1012004,2016-01-01T05:00:00Z,,,,,,,,,
1008861,,,,,,,,,,
1007020,,,,,,,,,,
1009448,,,,,,,,,,
1003912,,,Mon: 2:00 PM-4:30 PM;,,,,,,,
1009473,,,,,,,,,,
1012753,2016-08-03T04:00:00Z,2017-04-26T04:00:00Z,Wed: 9:00 AM-2:00 PM;,,,,,,,
1001852,2016-01-01T05:00:00Z,2016-12-31T05:00:00Z,Sat: 2:00 PM-5:00 PM;,,,,,,,
1006359,2016-04-24T04:00:00Z,2016-11-20T05:00:00Z,Sun: 10:00 AM-3:00 PM;,,,,,,,
1018391,2017-04-28T04:00:00Z,2017-10-06T04:00:00Z,Fri: 4:00 PM-7:00 PM;,,,,,,,
1009334,,,,,,,,,,
1018602,2017-05-18T04:00:00Z,2017-10-12T04:00:00Z,Thu: 4:00 PM-6:30 PM;,,,,,,,
1018294,2017-02-18T05:00:00Z,2017-12-16T05:00:00Z,Sat: 8:00 AM-11:00 AM;,,,,,,,
1001275,2016-06-02T04:00:00Z,2016-10-06T04:00:00Z,Thu: 8:00 AM-2:00 PM;,,,,,,,
1001827,,,,,,,,,,
1011675,2015-05-23T04:00:00Z,2015-10-31T04:00:00Z,Tue: 3:00 PM-6:00 PM;Sat: 8:00 AM-12:00 PM;,,,,,,,
1001828,,,,,,,,,,
1007999,2016-06-07T04:00:00Z,2016-09-13T04:00:00Z,Tue: 4:30 PM-7:30 PM;,,,,,,,
1001403,2015-05-02T04:00:00Z,2016-09-24T04:00:00Z,Sat: 8:00 AM-1:30 PM;,2015-10-03T04:00:00Z,,2016-04-01T04:00:00Z,Sat: 10:00 AM-1:30 PM;,,,
1008103,2015-06-17T04:00:00Z,2015-08-26T04:00:00Z,Wed: 3:00 AM-6:00 PM;,,,,,,,
1011291,2016-05-14T04:00:00Z,2016-10-29T04:00:00Z,Sun: 8:00 AM-1:00 PM;,,,,,,,
1011041,2015-05-16T04:00:00Z,2015-10-31T04:00:00Z,Sun: 8:00 AM-1:00 PM;,,,,,,,
1010175,2016-05-01T04:00:00Z,2016-10-01T04:00:00Z,Tue: 3:00 PM-6:00 PM;Fri: 8:00 AM-1:30 PM;,,,,,,,
1001912,June to Oc,er,Tue:3:00 PM - 6:00 PM;,,,,,,,
1018388,2017-11-04T04:00:00Z,2018-05-19T04:00:00Z,Sat: 10:00 AM-2:00 PM;,,,,,,,
1009202,,,,,,,,,,
1005936,,,,,,,,,,
1018658,,,Sat: 8:00 AM-12:00 PM;,,,,,,,
1010368,2016-05-31T04:00:00Z,2016-10-31T04:00:00Z,Mon: 10:00 AM-6:00 PM;Tue: 10:00 AM-6:00 PM;Fri: 10:00 AM-6:00 PM;Sat: 10:00 AM-6:00 PM;Sun: 10:00 AM-6:00 PM;,,,,,,,
1006161,2015-06-12T04:00:00Z,2015-09-04T04:00:00Z,Fri: 6:00 PM-9:00 PM;,,,,,,,
1005696,January to,cember,Wed:3:00 pm - 6:00 pm;,,,,,,,
1010607,2016-04-09T04:00:00Z,2016-11-12T05:00:00Z,Sat: 7:00 AM-11:00 AM;,2016-11-19T05:00:00Z,2016-12-17T05:00:00Z,,,,,
1012635,2016-06-19T04:00:00Z,2016-10-09T04:00:00Z,Sun: 10:00 AM-2:00 PM;,,,,,,,
1011913,2016-06-11T04:00:00Z,2016-10-08T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1004782,2014-06-13T04:00:00Z,2014-10-31T04:00:00Z,Fri: 4:30 PM-7:00 PM;,,,,,,,
1009384,,,,,,,,,,
1008797,2014-05-02T04:00:00Z,2014-10-31T04:00:00Z,Fri: 9:00 AM-1:00 PM;,2014-11-07T05:00:00Z,2015-03-27T04:00:00Z,,,,,
1004852,2002-06-30T04:00:00Z,to Oct. 13,Thu:4:00 pm - 7:00 pm;,,,,,,,
1007195,,,,,,,,,,
1007653,,,,,,,,,,
1007182,,,,,,,,,,
1004824,,,,,,,,,,
1003347,,,,,,,,,,
1011051,2016-05-27T04:00:00Z,2016-10-21T04:00:00Z,Fri: 8:00 AM-12:00 PM;,,,,,,,
1012629,2016-07-01T04:00:00Z,2016-10-28T04:00:00Z,Fri: 5:00 PM-7:00 PM;,,,,,,,
1001076,,,,,,,,,,
1010227,2014-05-17T04:00:00Z,2014-09-13T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1007114,,,,,,,,,,
1011902,2016-05-28T04:00:00Z,2016-09-24T04:00:00Z,Sat: 8:00 AM-11:00 AM;,,,,,,,
1001082,,,,,,,,,,
1001176,,,,,,,,,,
1008875,2013-05-04T04:00:00Z,2013-10-26T04:00:00Z,Sat: 7:30 AM-12:00 PM;,,,,,,,
1005468,,,,,,,,,,
1002917,2016-05-12T04:00:00Z,2016-10-27T04:00:00Z,Thu: 3:00 PM-7:00 PM;,,,,,,,
1001204,2014-06-05T04:00:00Z,2014-09-25T04:00:00Z,Thu: 3:00 PM-6:00 PM;,,,,,,,
1010259,2014-05-31T04:00:00Z,2014-09-20T04:00:00Z,Sat: 8:00 AM-12:00 PM;,,,,,,,
1004973,,,,,,,,,,
1008140,2014-06-03T04:00:00Z,2015-09-30T04:00:00Z,Wed: 12:00 PM-5:00 PM;,,,,,,,
1000940,2013-05-18T04:00:00Z,2013-10-12T04:00:00Z,Sat: 9:00 AM-12:00 PM;,,,,,,,
1009929,2014-06-07T04:00:00Z,2014-09-27T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1005168,,,,,,,,,,
1011488,2015-01-01T05:00:00Z,2015-12-31T05:00:00Z,Sun: 9:00 AM-1:00 PM;,,,,,,,
1002064,2014-05-29T04:00:00Z,2014-10-30T04:00:00Z,Thu: 11:00 AM-5:00 PM;,,,,,,,
1009323,,,,,,,,,,
1001640,2016-06-09T04:00:00Z,2016-09-01T04:00:00Z,Thu: 2:00 PM-6:30 PM;,2016-09-08T04:00:00Z,2016-10-27T04:00:00Z,,,,,
1000530,,,,,,,,,,
1011363,2016-06-02T04:00:00Z,2016-09-29T04:00:00Z,Thu: 4:00 PM-7:00 PM;,,,,,,,
1003956,June to Oc,er,Sat:9:00 AM - 12:30 PM;,,,,,,,
1009956,2014-06-01T04:00:00Z,2014-10-26T04:00:00Z,Sun: 10:00 AM-2:00 PM;,,,,,,,
1008877,2013-06-29T04:00:00Z,,Sat: 11:00 AM-3:00 PM;,,,,,,,
1008722,,,Tue: 10:00 AM-5:00 PM;Thu: 12:00 AM-6:00 PM;Sat: 9:00 AM-3:00 PM;Sun: 11:00 AM-4:00 PM;,,,,,,,
1001316,2016-05-28T04:00:00Z,2016-10-29T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1007658,,,,,,,,,,
1001533,2014-04-24T04:00:00Z,2014-10-30T04:00:00Z,Thu: 4:00 PM-8:00 PM;,,,,,,,
1018644,2017-05-03T04:00:00Z,2017-09-27T04:00:00Z,Wed: 4:00 PM-7:00 PM;,,,,,,,
1000934,,,,,,,,,,
1012679,2016-06-15T04:00:00Z,2016-08-31T04:00:00Z,Wed: 5:00 PM-9:00 PM;,,,,,,,
1018646,2017-05-06T04:00:00Z,2017-09-30T04:00:00Z,Sat: 9:00 AM-1:00 PM;,,,,,,,
1005543,August to ,ober,Sat:9:00 AM - 1:00 PM;,,,,,,,
1008920,2013-07-07T04:00:00Z,2013-11-23T05:00:00Z,Sun: 9:00 AM-4:00 PM;,,,,,,,
1009219,,,,,,,,,,
1000333,,,,,,,,,,
1004458,,,,,,,,,,
1010815,2015-05-31T04:00:00Z,2015-07-26T04:00:00Z,Sun: 12:00 PM-4:00 PM;,,,,,,,
1005291,2015-07-08T04:00:00Z,2015-10-14T04:00:00Z,Wed: 10:00 AM-3:00 PM;,,,,,,,
1012718,2016-04-23T04:00:00Z,2016-10-29T04:00:00Z,Sat: 7:00 AM-1:00 PM;,,,,,,,
1010940,2015-05-06T04:00:00Z,2015-10-28T04:00:00Z,Wed: 2:30 PM-7:00 PM;,,,,,,,
1012011,2016-04-09T04:00:00Z,2016-10-31T04:00:00Z,Tue: 3:00 PM-6:00 PM;Sun: 9:00 AM-1:00 PM;,,,,,,,
1009491,,,,,,,,,,
1005183,2013-04-07T04:00:00Z,2013-12-15T05:00:00Z,Thu: 2:00 PM-5:00 PM;Sun: 10:00 AM-2:00 PM;,,,,,,,
1007371,2014-05-02T04:00:00Z,2014-11-07T05:00:00Z,Fri: 9:00 AM-5:00 PM;,,,,,,,
